REFSEQ,logFC,AveExpre,T,Pvalue,Adj.P.Value,B
XM_017007696,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XM_017007697,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XM_024453885,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XM_024453886,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_011529884,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863175,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863177,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863178,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863179,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863180,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863181,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863182,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863183,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863184,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863185,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_016863186,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_024309653,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XP_024309654,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
XR_001741103,-0.774232608,2.643907929,-2.243281793,0.026124919,0.982857705,-4.017102239
NM_052885,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
NP_443117,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XM_011537847,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XM_011537849,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XM_011537850,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XM_017018764,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XM_017018765,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XM_017018766,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XP_011536149,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XP_011536151,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XP_011536152,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XP_016874253,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XP_016874254,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XP_016874255,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XR_001748567,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
XR_001748568,-1.007518581,3.513537999,-2.452385817,0.015166023,0.982857705,-3.745665119
NM_017694,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
NP_060164,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XM_005246654,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XM_005246656,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XM_011511368,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XM_017004392,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XP_005246711,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XP_005246713,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XP_011509670,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XP_016859881,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
XR_002959308,-0.721262329,4.338275144,-1.962783022,0.0512463,0.982857705,-4.109137161
NM_001144769,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NM_001144770,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NM_001144771,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NM_001723,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NM_015548,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NM_020388,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NM_183380,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NP_001138241,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NP_001138242,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NP_001714,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NP_056363,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NP_899236,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249310,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249315,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249316,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249318,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249319,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249320,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249322,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249323,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_005249324,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_011514824,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_011514825,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_011514826,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011205,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011206,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011207,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011208,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011209,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011210,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011211,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011212,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011213,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011214,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011215,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011216,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011217,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011218,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011219,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011220,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011221,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011222,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011223,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011224,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_017011225,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XM_024446530,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249367,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249372,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249373,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249375,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249376,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249377,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249379,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249380,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_005249381,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_011513126,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_011513127,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_011513128,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866694,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866695,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866696,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866697,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866698,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866699,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866700,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866701,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866702,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866703,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866704,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866705,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866706,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866707,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866708,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866709,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866710,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866711,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866712,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866713,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_016866714,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
XP_024302298,-0.905911497,7.005786609,-2.495132459,0.013511379,0.982857705,-3.692629554
NM_001035230,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001243763,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001243764,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001243765,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001330989,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366445,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366446,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366447,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366448,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366449,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366450,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366451,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366452,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366453,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366454,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366455,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366456,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001366457,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_014857,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001030307,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001230692,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001230693,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001230694,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001317918,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353374,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353375,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353376,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353377,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353378,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353379,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353380,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353381,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353382,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353383,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353384,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353385,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_001353386,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NP_055672,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NR_158981,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NR_158982,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XM_005245681,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XM_011510223,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XM_017002996,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XM_017002997,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XM_024451295,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XP_005245738,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XP_011508525,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XP_016858485,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XP_016858486,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XP_024307063,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
XR_922004,-0.523502281,4.237895572,-2.164855697,0.03174435,0.982857705,-3.966863507
NM_001286838,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
NM_001510,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
NP_001273767,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
NP_001501,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_011531893,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_011531894,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_011531895,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008118,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008119,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008120,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008121,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008122,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008123,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008124,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008125,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_017008127,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_024454024,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_024454025,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XM_024454026,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_011530195,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_011530196,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_011530197,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863607,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863608,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863609,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863610,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863611,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863612,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863613,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863614,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_016863616,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_024309792,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_024309793,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
XP_024309794,-1.813442002,1.802876426,-2.515923008,0.012766345,0.982857705,-3.785850041
NM_000922,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
NM_001363569,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
NM_001363570,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
NP_000913,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
NP_001350498,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
NP_001350499,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
XM_006718249,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
XM_017017911,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
XM_017017912,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
XP_006718312,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
XP_016873400,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
XP_016873401,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
XR_001747903,-0.804893727,1.98154908,-2.269578103,0.024445503,0.982857705,-4.074522795
NM_001099433,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
NM_001306133,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
NM_001306134,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
NM_144720,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
NP_001092903,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
NP_001293062,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
NP_001293063,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
NP_653321,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_011513400,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007788,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007789,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007790,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007791,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007792,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007793,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007794,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007795,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007796,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007797,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007798,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_017007799,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XM_024453911,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_011511702,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863277,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863278,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863279,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863280,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863281,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863282,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863283,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863284,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863285,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863286,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863287,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_016863288,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
XP_024309679,-1.647001109,1.225671062,-2.51844593,0.012678477,0.982857705,-3.898027292
NM_003412,1.006895382,4.960231354,2.02568331,0.044306388,0.982857705,-4.100631839
NP_003403,1.006895382,4.960231354,2.02568331,0.044306388,0.982857705,-4.100631839
NM_006186,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
NM_173171,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
NM_173172,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
NM_173173,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
NP_006177,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
NP_775265,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XM_005246621,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XM_006712553,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XM_011511246,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XM_017004219,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XM_017004220,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XP_005246678,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XP_006712616,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XP_011509548,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XP_016859708,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XP_016859709,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XR_001738751,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XR_001738752,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
XR_427087,-1.131661643,1.750491928,-2.644006299,0.008932714,0.982857705,-3.837672285
NM_001330467,-0.38790003,3.848534531,-2.043711253,0.042471298,0.982857705,-4.083837938
NM_145253,-0.38790003,3.848534531,-2.043711253,0.042471298,0.982857705,-4.083837938
NP_001317396,-0.38790003,3.848534531,-2.043711253,0.042471298,0.982857705,-4.083837938
NP_660296,-0.38790003,3.848534531,-2.043711253,0.042471298,0.982857705,-4.083837938
NM_018672,-1.108489371,2.752477799,-2.313649182,0.021841967,0.982857705,-3.924819325
NM_172232,-1.108489371,2.752477799,-2.313649182,0.021841967,0.982857705,-3.924819325
NP_061142,-1.108489371,2.752477799,-2.313649182,0.021841967,0.982857705,-3.924819325
NP_758424,-1.108489371,2.752477799,-2.313649182,0.021841967,0.982857705,-3.924819325
NM_001161560,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NM_001161561,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NM_001161562,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NM_001161563,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NM_001161564,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NM_001161565,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NM_001161566,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NM_015028,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NP_001155032,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NP_001155033,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NP_001155034,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NP_001155035,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NP_001155036,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NP_001155037,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
NP_001155038,-0.842105741,5.033989133,-2.410700527,0.016950456,0.982857705,-3.727247421
